song,artist,proper_date,popularity,position,gap_days,prev_pop,popularity_jump,rank_jump,album_type,is_explicit
Who (Rock Remix),Jimin,2025-08-28,63,42,4.0,63.0,0.0,-7.0,album,False
Who (Rock Remix),Jimin,2025-09-13,64,49,14.0,64.0,0.0,-2.0,album,False
Who (Rock Remix),Jimin,2025-09-21,65,49,8.0,,,,album,False
Who (Rock Remix),Jimin,2025-11-06,67,35,2.0,66.0,1.0,4.0,album,False
Who (Shibuyakei Remix),Jimin,2025-08-14,62,48,2.0,62.0,0.0,-10.0,album,False
Who (Shibuyakei Remix),Jimin,2025-09-22,64,31,30.0,62.0,2.0,14.0,album,False
Who (Shibuyakei Remix),Jimin,2025-09-27,64,47,3.0,64.0,0.0,-3.0,album,False
Who (Shibuyakei Remix),Jimin,2025-09-30,64,46,2.0,64.0,0.0,-3.0,album,False
Who (Shibuyakei Remix),Jimin,2025-10-19,65,39,2.0,65.0,0.0,-1.0,album,False
Who (Shibuyakei Remix),Jimin,2025-11-04,65,42,2.0,65.0,0.0,6.0,album,False
Who (Shibuyakei Remix),Jimin,2025-11-06,65,37,2.0,,,,album,False
Who (Shibuyakei Remix),Jimin,2025-11-20,66,41,2.0,66.0,0.0,7.0,album,False
Why?,PLAVE,2025-09-02,55,49,5.0,54.0,1.0,-15.0,single,False
With you,Jimin & HA SUNG WOON,2024-06-08,76,44,19.0,77.0,-1.0,6.0,single,False
With you,Jimin & HA SUNG WOON,2024-06-28,76,43,4.0,76.0,0.0,0.0,single,False
With you,Jimin & HA SUNG WOON,2024-07-05,77,50,7.0,,,,single,False
With you,Jimin & HA SUNG WOON,2025-01-23,74,28,201.0,77.0,-3.0,22.0,single,False
Yes or No,Jung Kook,2025-03-15,84,27,2.0,85.0,-1.0,3.0,album,False
Yes or No,Jung Kook,2025-03-26,83,28,2.0,83.0,0.0,0.0,album,False
Yes or No,Jung Kook,2025-05-06,82,47,5.0,82.0,0.0,-1.0,album,False
"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",GroovyRoom & HUH YUNJIN,2025-03-15,72,41,2.0,73.0,-1.0,2.0,single,False
"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",GroovyRoom & HUH YUNJIN,2025-03-26,70,41,2.0,71.0,-1.0,6.0,single,False
You & Me,JENNIE,2024-11-21,83,48,2.0,83.0,0.0,2.0,single,False
You & Me,JENNIE,2024-12-15,81,50,18.0,82.0,-1.0,0.0,single,False
You & Me,JENNIE,2024-12-28,77,46,13.0,,,,single,False
You & Me,JENNIE,2025-01-04,79,47,2.0,78.0,1.0,1.0,single,False
You & Me,JENNIE,2025-01-06,79,47,2.0,,,,single,False
You & Me,JENNIE,2025-01-12,80,48,4.0,80.0,0.0,1.0,single,False
You & Me (Coachella ver.),JENNIE,2024-10-10,74,16,3.0,0.0,74.0,-12.0,single,False
You Were Beautiful,DAY6,2025-04-14,66,48,19.0,66.0,0.0,2.0,album,False
You Were Beautiful,DAY6,2025-04-19,67,49,2.0,66.0,1.0,-3.0,album,False
You Were Beautiful,DAY6,2025-09-16,65,47,149.0,67.0,-2.0,2.0,album,False
You Were Beautiful,DAY6,2025-10-06,65,44,2.0,65.0,0.0,2.0,album,False
You Were Beautiful,DAY6,2025-10-08,65,49,2.0,,,,album,False
You Were Beautiful,DAY6,2025-10-14,64,38,6.0,,,,album,False
You Were Beautiful,DAY6,2025-10-21,65,33,2.0,64.0,1.0,13.0,album,False
You Were Beautiful,DAY6,2025-10-26,64,49,3.0,64.0,0.0,-3.0,album,False
You Were Beautiful,DAY6,2025-10-28,64,49,2.0,,,,album,False
You Were Beautiful,DAY6,2025-11-02,64,42,4.0,64.0,0.0,1.0,album,False
You Were Beautiful,DAY6,2025-11-07,64,48,2.0,64.0,0.0,-10.0,album,False
You Were Beautiful,DAY6,2025-11-23,65,46,3.0,64.0,1.0,2.0,album,False
You Were Beautiful,DAY6,2025-11-26,65,48,3.0,,,,album,False
Young Man,HYUKOH & 落日飛車 Sunset Rollercoaster,2025-07-12,35,33,2.0,55.0,-20.0,14.0,album,False
bye,Ariana Grande,2025-03-15,87,47,2.0,85.0,2.0,-13.0,album,False
double take,Dhruv,2025-09-25,83,39,3.0,83.0,0.0,10.0,album,False
double take,Dhruv,2025-09-30,82,47,4.0,83.0,-1.0,-3.0,album,False
double take,Dhruv,2025-10-03,82,48,2.0,82.0,0.0,1.0,album,False
double take,Dhruv,2025-10-19,82,41,10.0,82.0,0.0,9.0,album,False
double take,Dhruv,2025-10-24,82,40,2.0,82.0,0.0,9.0,album,False
double take,Dhruv,2025-10-31,82,49,2.0,82.0,0.0,0.0,album,False
euphoria,Kendrick Lamar,2025-05-06,89,50,2.0,85.0,4.0,-8.0,single,True
greedy,Tate McRae,2024-10-10,96,50,2.0,95.0,1.0,-2.0,single,True
plot twist,TWS,2025-03-15,78,11,2.0,78.0,0.0,0.0,single,False
plot twist,TWS,2025-03-26,77,13,2.0,77.0,0.0,2.0,single,False
plot twist,TWS,2025-06-02,74,46,8.0,75.0,-1.0,2.0,single,False
plot twist,TWS,2025-06-17,68,49,2.0,68.0,0.0,-3.0,single,False
vampire,Olivia Rodrigo,2024-07-25,98,48,3.0,98.0,0.0,-6.0,single,True
vampire,Olivia Rodrigo,2024-07-31,98,48,3.0,99.0,-1.0,-6.0,single,True
we can't be friends (wait for your love),Ariana Grande,2025-03-15,89,18,2.0,87.0,2.0,-1.0,album,False
we can't be friends (wait for your love),Ariana Grande,2025-03-26,93,19,2.0,93.0,0.0,0.0,album,False
we can't be friends (wait for your love),Ariana Grande,2025-05-08,94,50,2.0,94.0,0.0,-4.0,album,False
wherever u r (ft. V of BTS),UMI & V,2025-03-09,84,49,2.0,84.0,0.0,0.0,single,False
wherever u r (ft. V of BTS),UMI & V,2025-03-16,82,41,6.0,83.0,-1.0,5.0,single,False
"yes, and?",Ariana Grande,2025-02-15,97,45,3.0,97.0,0.0,3.0,single,True
"yes, and?",Ariana Grande,2025-03-10,73,30,20.0,97.0,-24.0,19.0,album,True
"yes, and?",Ariana Grande,2025-03-15,83,29,2.0,81.0,2.0,-4.0,album,True
アイドル,YOASOBI,2024-09-03,88,45,3.0,88.0,0.0,3.0,single,False
アイドル,YOASOBI,2024-09-22,86,48,19.0,,,,single,False
アイドル,YOASOBI,2024-10-06,30,44,5.0,86.0,-56.0,1.0,album,False
踊り子,Vaundy,2025-07-12,70,21,2.0,69.0,1.0,1.0,album,False
踊り子,Vaundy,2025-08-14,71,29,2.0,71.0,0.0,3.0,album,False
踊り子,Vaundy,2025-09-25,71,44,3.0,71.0,0.0,6.0,album,False
녹아내려요 Melt Down,DAY6,2025-10-07,55,40,2.0,55.0,0.0,-10.0,single,False
"무제(無題) (Untitled, 2014)",G-DRAGON,2025-11-27,61,43,22.0,58.0,3.0,7.0,single,False
예뻤어,DAY6,2025-10-07,49,44,2.0,49.0,0.0,-1.0,album,False
한 페이지가 될 수 있게,DAY6,2025-10-07,52,35,2.0,52.0,0.0,1.0,single,False
